Details,Posting Date,Description,Amount,Type,Balance,Check or Slip #
DEBIT,07/03/2017,"SQ *LOCAL COFFEE Alamo Heights TX            07/03",-14.77,DEBIT_CARD,1856.55,,
DEBIT,07/03/2017,"PLAYSTATION NETWORK 800-345-7669 CA          07/02",-5.00,DEBIT_CARD,1871.32,,
DEBIT,07/03/2017,"BILL MILLER BBQ #29 SAN ANTONIO TX           07/02",-20.44,DEBIT_CARD,1876.32,,
DEBIT,07/03/2017,"Wal-Mart Super Center SAN ANTONIO TX         07/02",-2.68,DEBIT_CARD,1896.76,,
DEBIT,07/03/2017,"Wal-Mart Super Center SAN ANTONIO TX         07/02",-2.68,DEBIT_CARD,1899.44,,
DEBIT,07/03/2017,"HEB  #102 SAN ANTONIO TX                     07/02",-74.43,DEBIT_CARD,1902.12,,
DEBIT,07/03/2017,"DIAMOND SHINE SAN ANTONIO TX                 07/02",-5.00,DEBIT_CARD,1976.55,,
DEBIT,07/03/2017,"SHELL Service Station SAN ANTONIO TX 030460  07/02",-5.19,DEBIT_CARD,1981.55,,
DEBIT,07/03/2017,"BILL MILLER BBQ #29 SAN ANTONIO TX           07/02",-5.49,DEBIT_CARD,1986.74,,
DEBIT,07/03/2017,"LAS PALAPAS - CHUR SAN ANTONIO TX            07/01",-3.44,DEBIT_CARD,1992.23,,
DEBIT,07/03/2017,"MCDONALD'S F2881 SAN ANTONIO TX              07/01",-15.30,DEBIT_CARD,1995.67,,
DEBIT,07/03/2017,"7-ELEVEN SAN ANTONIO TX                      07/01",-23.77,DEBIT_CARD,2010.97,,
DEBIT,07/03/2017,"UPWORKESCROW*MEMBERS 888-8503375 CA          07/01",-10.00,DEBIT_CARD,2034.74,,
DEBIT,07/03/2017,"UBER   *US JUL01 GWYS 800-592-8996 CA        07/01",-16.72,DEBIT_CARD,2044.74,,
DEBIT,07/03/2017,"LAS PALAPAS - CHUR SAN ANTONIO TX            06/30",-9.50,DEBIT_CARD,2061.46,,
DEBIT,07/03/2017,"CENTRAL MARKET #191 SAN ANTONIO TX           06/30",-16.22,DEBIT_CARD,2070.96,,
DEBIT,07/03/2017,"UHS PHARMACY-DOWNTOWN SAN ANTONIO TX         06/30",-15.00,DEBIT_CARD,2087.18,,
DEBIT,07/03/2017,"LAS PALAPAS - CHUR SAN ANTONIO TX            06/29",-5.38,DEBIT_CARD,2102.18,,
DEBIT,07/03/2017,"LAS PALAPAS - CHUR SAN ANTONIO TX            06/29",-3.44,DEBIT_CARD,2107.56,,
DEBIT,06/30/2017,"SQ *LOCAL COFFEE Alamo Heights TX            06/30",-18.68,DEBIT_CARD,2111.00,,
DEBIT,06/30/2017,"TRANSFER TO SAV XXXXX1797 06/30",-50.00,ACCT_XFER,2129.68,,
DEBIT,06/30/2017,"LAS PALAPAS - CHUR SAN ANTONIO TX            06/28",-5.38,DEBIT_CARD,2179.68,,
CREDIT,06/30/2017,"GIGAWARP TECHNOL PAYROLL                    PPD ID: 1812457168",2059.42,ACH_CREDIT,2185.06,,
DEBIT,06/29/2017,"SHELL Service Station SAN ANTONIO TX 035758  06/29",-34.33,DEBIT_CARD,125.64,,
DEBIT,06/29/2017,"USCONNECT ACCNT VEND PFLUGERVILLE TX         06/28",-2.10,DEBIT_CARD,159.97,,
DEBIT,06/29/2017,"USCONNECT ACCNT VEND PFLUGERVILLE TX         06/28",-1.45,DEBIT_CARD,162.07,,
DEBIT,06/29/2017,"UNIV HEALTH CNTR-DWNTW SAN ANTONIO TX        06/28",-20.00,DEBIT_CARD,163.52,,
DEBIT,06/28/2017,"CENTRAL MARKET #191 SAN ANTONIO TX           06/27",-9.91,DEBIT_CARD,183.52,,
DEBIT,06/27/2017,"CORNER STORE 2196 ALAMO HEIGHTS TX   695581  06/27",-3.24,DEBIT_CARD,193.43,,
DEBIT,06/27/2017,"SPRINT *WIRELESS 800-639-6111 KS             06/27",-137.94,DEBIT_CARD,196.67,,
DEBIT,06/26/2017,"PHOTOFEELER.COM 877-887-7815 CO              06/25",-9.00,DEBIT_CARD,334.61,,
DEBIT,06/26/2017,"DNH*GODADDY.COM 480-5058855 AZ               06/23",-10.65,DEBIT_CARD,343.61,,
DEBIT,06/26/2017,"BILL MILLER BBQ #29 SAN ANTONIO TX           06/25",-11.57,DEBIT_CARD,354.26,,
DEBIT,06/26/2017,"PLAYSTATION NETWORK 800-345-7669 CA          06/25",-6.47,DEBIT_CARD,365.83,,
DEBIT,06/26/2017,"BILL MILLER BBQ #29 SAN ANTONIO TX           06/25",-6.85,DEBIT_CARD,372.30,,
DEBIT,06/26/2017,"PHOTOFEELER.COM 8778877815 CO                06/24",-9.00,DEBIT_CARD,379.15,,
DEBIT,06/26/2017,"GOOGLE *Tinder g.co/payhelp# CA              06/25",-4.25,DEBIT_CARD,388.15,,
DEBIT,06/26/2017,"TORO KITCHEN AND BAR SAN ANTONIO TX          06/24",-56.28,DEBIT_CARD,392.40,,
DEBIT,06/26/2017,"LAS PALAPAS - CHUR SAN ANTONIO TX            06/24",-5.38,DEBIT_CARD,448.68,,
DEBIT,06/26/2017,"7-ELEVEN 36635 SAN ANTONIO TX                06/24",-30.26,DEBIT_CARD,454.06,,
DEBIT,06/26/2017,"MCDONALD'S F2881 SAN ANTONIO TX              06/24",-14.65,DEBIT_CARD,484.32,,
DEBIT,06/26/2017,"HEB  #102 SAN ANTONIO TX                     06/24",-56.58,DEBIT_CARD,498.97,,
DEBIT,06/26/2017,"UHS PHARMACY-DOWNTOWN SAN ANTONIO TX         06/23",-15.00,DEBIT_CARD,555.55,,
DEBIT,06/26/2017,"OSAKA JAPANESE STEAK A SAN ANTONIO TX        06/23",-20.44,DEBIT_CARD,570.55,,
DEBIT,06/26/2017,"CENTRAL MARKET #191 SAN ANTONIO TX           06/23",-12.43,DEBIT_CARD,590.99,,
DEBIT,06/26/2017,"LAS PALAPAS - CHUR SAN ANTONIO TX            06/22",-5.38,DEBIT_CARD,603.42,,
DEBIT,06/26/2017,"SORRENTO RISTORANTE SAN ANTONIO TX           06/22",-14.85,DEBIT_CARD,608.80,,
DEBIT,06/23/2017,"GOOGLE *HBO Dig Sv In 855-836-3987 CA        06/23",-16.23,DEBIT_CARD,623.65,,
DEBIT,06/23/2017,"CENTRAL MARKET #191 SAN ANTONIO TX           06/22",-7.98,DEBIT_CARD,639.88,,
DEBIT,06/23/2017,"MBI-PROBILLER.COM/RK 877-446-0668            06/21",-17.95,DEBIT_CARD,647.86,,
DEBIT,06/22/2017,"DNH*GODADDY.COM 480-5058855 AZ               06/21",-10.65,DEBIT_CARD,665.81,,
DEBIT,06/22/2017,"HEB  #102 SAN ANTONIO TX                     06/21",-17.80,DEBIT_CARD,676.46,,
DEBIT,06/22/2017,"JIMMY JOHNS - 979 - E 210-820-0800 TX        06/21",-14.69,DEBIT_CARD,694.26,,
DEBIT,06/21/2017,"PLAYSTATION NETWORK 800-345-7669 CA          06/20",-10.12,DEBIT_CARD,708.95,,
DEBIT,06/21/2017,"THE BIG BIB SAN ANTONIO TX                   06/20",-10.81,DEBIT_CARD,719.07,,
DEBIT,06/20/2017,"CITY PUBLIC SRV  CPS WEBPMT 003003547826    WEB ID: 9746002071",-107.41,ACH_DEBIT,729.88,,
DEBIT,06/20/2017,"WM SUPERC Wal-Mart Sup SAN ANTONIO TX        06/20",-7.98,DEBIT_CARD,837.29,,
DEBIT,06/20/2017,"HOTEL EMMA F AND B SAN ANTONIO TX            06/19",-118.77,DEBIT_CARD,845.27,,
DEBIT,06/20/2017,"ARBYS 5310 SAN ANTONIO TX                    06/19",-15.12,DEBIT_CARD,964.04,,
DEBIT,06/19/2017,"PLANET FIT       CLUB FEES                  PPD ID: 1710602737",-10.83,ACH_DEBIT,979.16,,
DEBIT,06/19/2017,"FINE SPIRITS EMP 514 Alamo Heights TX709035  06/19",-25.90,DEBIT_CARD,989.99,,
DEBIT,06/19/2017,"SQ *LOCAL COFFEE Alamo Heights TX            06/19",-12.51,DEBIT_CARD,1015.89,,
DEBIT,06/19/2017,"BILL MILLER BBQ #29 SAN ANTONIO TX           06/18",-11.25,DEBIT_CARD,1028.40,,
DEBIT,06/19/2017,"7-ELEVEN 36635 SAN ANTONIO TX                06/18",-30.00,DEBIT_CARD,1039.65,,
DEBIT,06/19/2017,"DIAMOND SHINE SAN ANTONIO TX                 06/18",-5.00,DEBIT_CARD,1069.65,,
DEBIT,06/19/2017,"BILL MILLER BBQ #29 SAN ANTONIO TX           06/18",-8.18,DEBIT_CARD,1074.65,,
DEBIT,06/19/2017,"Chase QuickPay Electronic Transfer 6304855787 to Mama",-495.00,CHASE_TO_PARTNERFI,1082.83,,
DEBIT,06/19/2017,"EMBASSY 14 THEATRE SAN ANTONIO TX            06/17",-11.00,DEBIT_CARD,1577.83,,
DEBIT,06/19/2017,"EMBASSY 14 THEATRE SAN ANTONIO TX            06/17",-22.00,DEBIT_CARD,1588.83,,
DEBIT,06/19/2017,"WM SUPERC Wal-Mart Sup SAN ANTONIO TX        06/17",-21.20,DEBIT_CARD,1610.83,,
DEBIT,06/19/2017,"LAS PALAPAS - CHUR SAN ANTONIO TX            06/17",-10.58,DEBIT_CARD,1632.03,,
DEBIT,06/19/2017,"MCDONALD'S F2881 SAN ANTONIO TX              06/17",-17.15,DEBIT_CARD,1642.61,,
DEBIT,06/19/2017,"HEB #102 SAN ANTONIO TX                      06/17",-70.89,DEBIT_CARD,1659.76,,
DEBIT,06/19/2017,"SUPERCUTS 81600 SAN ANTONIO TX               06/17",-17.00,DEBIT_CARD,1730.65,,
DEBIT,06/19/2017,"HEB  #102 SAN ANTONIO TX                     06/17",-9.58,DEBIT_CARD,1747.65,,
DEBIT,06/19/2017,"BANGKOK 54 THAI CUISIN SAN ANTONIO TX        06/16",-20.62,DEBIT_CARD,1757.23,,
DEBIT,06/19/2017,"TWC*TIME WARNER CABLE 888-TWCABLE TX         06/17",-87.00,DEBIT_CARD,1777.85,,
DEBIT,06/16/2017,"SPEEDY CASH 888-3331360 KS                   06/15",-22.00,DEBIT_CARD,1864.85,,
DEBIT,06/16/2017,"HEB #102 SAN ANTONIO TX                      06/16",-12.20,DEBIT_CARD,1886.85,,
DEBIT,06/16/2017,"CORNER STORE 2196 ALAMO HEIGHTS TX   060795  06/16",-3.24,DEBIT_CARD,1899.05,,
DEBIT,06/16/2017,"SQ *LOCAL COFFEE Alamo Heights TX            06/16",-16.77,DEBIT_CARD,1902.29,,
DEBIT,06/16/2017,"TRANSFER TO SAV XXXXX1797 06/16",-50.00,ACCT_XFER,1919.06,,
DEBIT,06/16/2017,"COMET CLEANERS 296 SAN ANTONIO TX            06/14",-9.40,DEBIT_CARD,1969.06,,
DEBIT,06/16/2017,"LAS PALAPAS - CHUR SAN ANTONIO TX            06/14",-6.44,DEBIT_CARD,1978.46,,
DEBIT,06/15/2017,"Wal-Mart Super Center SAN ANTONIO TX         06/15",-27.84,DEBIT_CARD,1984.90,,
DEBIT,06/15/2017,"7-ELEVEN 36635 SAN ANTONIO TX        065520  06/15",-26.00,DEBIT_CARD,2012.74,,
DEBIT,06/15/2017,"ATM WITHDRAWAL                       007186  06/158014 BAND",-180.00,ATM,2038.74,,
DEBIT,06/15/2017,"SQ *LOCAL COFFEE Alamo Heights TX            06/15",-17.59,DEBIT_CARD,2218.74,,
DEBIT,06/15/2017,"CENTRAL MARKET #191 SAN ANTONIO TX           06/14",-3.45,DEBIT_CARD,2236.33,,
DEBIT,06/15/2017,"CENTRAL MARKET #191 SAN ANTONIO TX           06/14",-9.56,DEBIT_CARD,2239.78,,
CREDIT,06/15/2017,"GIGAWARP TECHNOL PAYROLL                    PPD ID: 1812457168",2059.42,ACH_CREDIT,2249.34,,
DEBIT,06/14/2017,"WM SUPERC Wal-Mart Sup SAN ANTONIO TX        06/14",-18.23,DEBIT_CARD,189.92,,
DEBIT,06/14/2017,"SHELL Service Station SAN ANTONIO TX 427212  06/14",-4.33,DEBIT_CARD,208.15,,
DEBIT,06/13/2017,"HEB  #102 SAN ANTONIO TX                     06/12",-15.12,DEBIT_CARD,212.48,,
DEBIT,06/13/2017,"CENTRAL MARKET #191 SAN ANTONIO TX           06/12",-8.55,DEBIT_CARD,227.60,,
DEBIT,06/12/2017,"SHELL Service Station SAN ANTONIO TX 041246  06/12",-30.00,DEBIT_CARD,236.15,,
DEBIT,06/12/2017,"K & G SAN ANTONIO #305 SAN ANTONIO TX        06/12",-84.40,DEBIT_CARD,266.15,,
DEBIT,06/12/2017,"CORNER STORE 2196 ALAMO HEIGHTS TX   015655  06/12",-5.23,DEBIT_CARD,350.55,,
DEBIT,06/12/2017,"BILL MILLER BBQ #29 SAN ANTONIO TX           06/11",-7.31,DEBIT_CARD,355.78,,
DEBIT,06/12/2017,"HEB  #102 SAN ANTONIO TX                     06/11",-31.98,DEBIT_CARD,363.09,,
DEBIT,06/12/2017,"HEB  #102 SAN ANTONIO TX                     06/11",-64.32,DEBIT_CARD,395.07,,
DEBIT,06/12/2017,"DIAMOND SHINE SAN ANTONIO TX                 06/11",-5.00,DEBIT_CARD,459.39,,
DEBIT,06/12/2017,"BILL MILLER BBQ #29 SAN ANTONIO TX           06/11",-8.94,DEBIT_CARD,464.39,,
DEBIT,06/12/2017,"SUBWAY        00607044 SAN ANTONIO TX        06/11",-8.31,DEBIT_CARD,473.33,,
DEBIT,06/12/2017,"WM SUPERC Wal-Mart Sup SAN ANTONIO TX        06/10",-13.24,DEBIT_CARD,481.64,,
DEBIT,06/12/2017,"BILL MILLER BBQ #29 SAN ANTONIO TX           06/10",-10.11,DEBIT_CARD,494.88,,
DEBIT,06/12/2017,"LAS PALAPAS - CHUR SAN ANTONIO TX            06/10",-6.79,DEBIT_CARD,504.99,,
DEBIT,06/12/2017,"MCDONALD'S F2881 SAN ANTONIO TX              06/10",-1.39,DEBIT_CARD,511.78,,
DEBIT,06/12/2017,"MCDONALD'S F2881 SAN ANTONIO TX              06/10",-13.68,DEBIT_CARD,513.17,,
DEBIT,06/12/2017,"SAM'S Club SAN ANTONIO TX                    06/10",-86.60,DEBIT_CARD,526.85,,
DEBIT,06/12/2017,"Wal-Mart Super Center SAN ANTONIO TX         06/10",-51.27,DEBIT_CARD,613.45,,
DEBIT,06/12/2017,"SHELL Service Station SAN ANTONIO TX 023872  06/10",-40.19,DEBIT_CARD,664.72,,
DEBIT,06/12/2017,"LAS PALAPAS - CHUR SAN ANTONIO TX            06/09",-5.38,DEBIT_CARD,704.91,,
DEBIT,06/12/2017,"OSAKA JAPANESE STEAK A SAN ANTONIO TX        06/09",-22.35,DEBIT_CARD,710.29,,
DEBIT,06/12/2017,"CHELAS TACOS SAN ANTONIO TX                  06/09",-8.63,DEBIT_CARD,732.64,,
DEBIT,06/12/2017,"LAS PALAPAS - CHUR SAN ANTONIO TX            06/08",-5.38,DEBIT_CARD,741.27,,
CREDIT,06/12/2017,"Online Transfer from SAV ...1797 transaction#: 6291621899",150.00,ACCT_XFER,746.65,,
CREDIT,06/12/2017,"ATM CASH DEPOSIT 06/11 12503 NW MILITARY HWY SAN ANTONIO TX",150.00,ATM,596.65,,
DEBIT,06/09/2017,"HEB  #102 SAN ANTONIO TX                     06/08",-17.25,DEBIT_CARD,446.65,,
DEBIT,06/09/2017,"JIMMY JOHNS - 979 - E 210-820-0800 TX        06/08",-12.53,DEBIT_CARD,463.90,,
DEBIT,06/09/2017,"CHELAS TACOS SAN ANTONIO TX                  06/08",-11.41,DEBIT_CARD,476.43,,
DEBIT,06/08/2017,"VONAGE *PRICE+TAXES 866-243-4357 NJ          06/08",-38.67,DEBIT_CARD,487.84,,
DEBIT,06/08/2017,"SHELL Service Station SAN ANTONIO TX 589847  06/08",-4.33,DEBIT_CARD,526.51,,
DEBIT,06/08/2017,"HEB  #224 SAN ANTONIO TX                     06/07",-33.46,DEBIT_CARD,530.84,,
DEBIT,06/08/2017,"HEB  #102 SAN ANTONIO TX                     06/07",-42.02,DEBIT_CARD,564.30,,
DEBIT,06/08/2017,"SQ *LOCAL COFFEE Alamo Heights TX            06/07",-4.08,DEBIT_CARD,606.32,,
DEBIT,06/07/2017,"INSTACART HTTPSINSTACAR CA                   06/06",-29.35,DEBIT_CARD,610.40,,
DEBIT,06/07/2017,"SQ *5 POINTS LOCAL San Antonio TX            06/06",-37.68,DEBIT_CARD,639.75,,
DEBIT,06/06/2017,"Spotify USA 646-8375380 NY                   06/06",-16.23,DEBIT_CARD,677.43,,
DEBIT,06/06/2017,"CENTRAL MARKET #191 SAN ANTONIO TX           06/05",-14.76,DEBIT_CARD,693.66,,
DEBIT,06/05/2017,"NETFLIX.COM NETFLIX.COM CA                   06/03",-12.98,DEBIT_CARD,708.42,,
DEBIT,06/05/2017,"SLING.COM 888-393-6312 CO                    06/04",-21.64,DEBIT_CARD,721.40,,
DEBIT,06/05/2017,"PLAYSTATION NETWORK 800-345-7669 CA          06/05",-5.00,DEBIT_CARD,743.04,,
DEBIT,06/05/2017,"BILL MILLER BBQ #29 SAN ANTONIO TX           06/04",-14.43,DEBIT_CARD,748.04,,
DEBIT,06/05/2017,"HEB  #102 SAN ANTONIO TX                     06/04",-57.72,DEBIT_CARD,762.47,,
DEBIT,06/05/2017,"SHELL Service Station SAN ANTONIO TX 253153  06/04",-4.09,DEBIT_CARD,820.19,,
DEBIT,06/05/2017,"Chase QuickPay Electronic Transfer 6272341737 to Mama",-120.00,CHASE_TO_PARTNERFI,824.28,,
DEBIT,06/05/2017,"BILL MILLER BBQ #29 SAN ANTONIO TX           06/04",-10.46,DEBIT_CARD,944.28,,
DEBIT,06/05/2017,"THE WASH TUB BLANCO - SAN ANTONIO TX         06/04",-94.99,DEBIT_CARD,954.74,,
DEBIT,06/05/2017,"LAS PALAPAS - CHUR SAN ANTONIO TX            06/03",-11.40,DEBIT_CARD,1049.73,,
DEBIT,06/05/2017,"HEB  #102 SAN ANTONIO TX                     06/03",-27.96,DEBIT_CARD,1061.13,,
DEBIT,06/05/2017,"CHEVRON/7-ELEVEN 36289 SAN ANTONIO TX059326  06/03",-42.91,DEBIT_CARD,1089.09,,
DEBIT,06/05/2017,"UHS PHARMACY-DOWNTOWN SAN ANTONIO TX         06/03",-5.00,DEBIT_CARD,1132.00,,
DEBIT,06/05/2017,"MCDONALD'S F2881 SAN ANTONIO TX              06/03",-3.78,DEBIT_CARD,1137.00,,
DEBIT,06/05/2017,"DOMINO'S 6712 210-590-1497 TX                06/02",-20.03,DEBIT_CARD,1140.78,,
DEBIT,06/05/2017,"CHELAS TACOS SAN ANTONIO TX                  06/02",-3.85,DEBIT_CARD,1160.81,,
DEBIT,06/05/2017,"SORRENTO RISTORANTE SAN ANTONIO TX           06/02",-30.46,DEBIT_CARD,1164.66,,
DEBIT,06/05/2017,"LAS PALAPAS - CHUR SAN ANTONIO TX            06/01",-6.02,DEBIT_CARD,1195.12,,
DEBIT,06/05/2017,"UPWORKESCROW*MEMBERS 888-8503375 CA          06/01",-10.00,DEBIT_CARD,1201.14,,
CREDIT,06/05/2017,"ATM CASH DEPOSIT 06/03 12503 NW MILITARY HWY SAN ANTONIO TX",200.00,ATM,1211.14,,
DEBIT,06/02/2017,"Seville/BRE Sevi WEB PMTS   B67252          WEB ID: 9000079613",-1074.79,ACH_DEBIT,1011.14,,
DEBIT,06/02/2017,"TRANSFER TO SAV XXXXX1797 06/02",-50.00,ACCT_XFER,2085.93,,
DEBIT,06/02/2017,"Chase QuickPay Electronic Transfer 6265726875 to Mama",-730.00,CHASE_TO_PARTNERFI,2135.93,,
DEBIT,06/02/2017,"MON THAI BISTRO SAN ANTONIO TX               05/31",-27.65,DEBIT_CARD,2865.93,,
DEBIT,06/01/2017,"PLANET FIT       CLUB FEES                  PPD ID: 1710602737",-31.39,ACH_DEBIT,2893.58,,
DEBIT,06/01/2017,"HEB  #102 SAN ANTONIO TX                     05/31",-25.98,DEBIT_CARD,2924.97,,
DEBIT,06/01/2017,"CENTRAL MARKET #191 SAN ANTONIO TX           05/31",-3.29,DEBIT_CARD,2950.95,,
DEBIT,05/31/2017,"LA MICHOACANA SAN ANTO SAN ANTONIO TX        05/29",-28.10,DEBIT_CARD,2954.24,,
CREDIT,05/31/2017,"GIGAWARP TECHNOL PAYROLL                    PPD ID: 1812457168",2059.42,ACH_CREDIT,2982.34,,
DEBIT,05/30/2017,"SPEEDY CASH 888-3331360 KS                   05/28",-32.28,DEBIT_CARD,922.92,,
DEBIT,05/30/2017,"GOOGLE *OkCupid 855-492-5538 CA              05/27",-38.37,DEBIT_CARD,955.20,,
DEBIT,05/30/2017,"HEB  #102 SAN ANTONIO TX                     05/29",-12.90,DEBIT_CARD,993.57,,
DEBIT,05/30/2017,"BILL MILLER BBQ #29 SAN ANTONIO TX           05/28",-19.58,DEBIT_CARD,1006.47,,
DEBIT,05/30/2017,"SHELL Service Station SAN ANTONIO TX 045940  05/28",-36.00,DEBIT_CARD,1026.05,,
DEBIT,05/30/2017,"DIAMOND SHINE SAN ANTONIO TX                 05/28",-5.00,DEBIT_CARD,1062.05,,
DEBIT,05/30/2017,"ACADEMY SPORTS #47 SAN ANTONIO TX    061824  05/28",-108.24,DEBIT_CARD,1067.05,,
DEBIT,05/30/2017,"BILL MILLER BBQ #29 SAN ANTONIO TX           05/28",-8.25,DEBIT_CARD,1175.29,,
DEBIT,05/30/2017,"LAS PALAPAS - CHUR SAN ANTONIO TX            05/27",-4.95,DEBIT_CARD,1183.54,,
DEBIT,05/30/2017,"WM SUPERC Wal-Mart Sup SAN ANTONIO TX        05/27",-15.98,DEBIT_CARD,1188.49,,
DEBIT,05/30/2017,"HEB  #102 SAN ANTONIO TX                     05/27",-0.99,DEBIT_CARD,1204.47,,
DEBIT,05/30/2017,"HEB  #102 SAN ANTONIO TX                     05/27",-13.30,DEBIT_CARD,1205.46,,
DEBIT,05/30/2017,"HEB  #102 SAN ANTONIO TX                     05/26",-53.44,DEBIT_CARD,1218.76,,
DEBIT,05/30/2017,"UNIV HEALTH CNTR-DWNTW SAN ANTONIO TX        05/26",-100.00,DEBIT_CARD,1272.20,,
DEBIT,05/30/2017,"LAS PALAPAS - CHUR SAN ANTONIO TX            05/26",-3.00,DEBIT_CARD,1372.20,,
DEBIT,05/30/2017,"LAS PALAPAS - CHUR SAN ANTONIO TX            05/25",-13.79,DEBIT_CARD,1375.20,,
DEBIT,05/26/2017,"SHELL Service Station SAN ANTONIO TX 014411  05/26",-1.61,DEBIT_CARD,1388.99,,
DEBIT,05/26/2017,"JIMMY JOHNS - 979 - E 210-820-0800 TX        05/25",-13.53,DEBIT_CARD,1390.60,,
DEBIT,05/25/2017,"GOOGLE *YouTube Vide g.co/payhelp# CA        05/25",-5.40,DEBIT_CARD,1404.13,,
DEBIT,05/25/2017,"HEB  #102 SAN ANTONIO TX                     05/24",-18.96,DEBIT_CARD,1409.53,,
DEBIT,05/25/2017,"CENTRAL MARKET #191 SAN ANTONIO TX           05/24",-22.03,DEBIT_CARD,1428.49,,
DEBIT,05/25/2017,"MBI-PROBILLER.COM/RK 877-446-0668            05/24",-17.95,DEBIT_CARD,1450.52,,
DEBIT,05/24/2017,"DNH*GODADDY.COM 480-505-8855 AZ              05/23",-10.65,DEBIT_CARD,1468.47,,
DEBIT,05/24/2017,"SHELL Service Station SAN ANTONIO TX 049756  05/24",-43.07,DEBIT_CARD,1479.12,,
DEBIT,05/24/2017,"UHS PHARMACY-DOWNTOWN SAN ANTONIO TX         05/23",-10.00,DEBIT_CARD,1522.19,,
DEBIT,05/24/2017,"BestBuyCom800851019120 888-BESTBUY MN        05/23",-43.29,DEBIT_CARD,1532.19,,
DEBIT,05/24/2017,"SORRENTO RISTORANTE SAN ANTONIO TX           05/22",-16.88,DEBIT_CARD,1575.48,,
CREDIT,05/24/2017,"ATM CASH DEPOSIT 05/24 12503 NW MILITARY HWY SAN ANTONIO TX",30.00,ATM,1592.36,,
CREDIT,05/24/2017,"ATM CASH DEPOSIT 05/24 12503 NW MILITARY HWY SAN ANTONIO TX",40.00,ATM,1562.36,,
